Title,Price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date
Houseboat Arif,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,3.8, (Good),6.0,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Hunky Dory,"₹ 2,256",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 576 Off,4.0, (Very Good),1.0,6%,"['Kitchenette', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Shamus Maqbool,₹ 642,Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 289 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Houseboat Islamabad,"₹ 2,350",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Caretaker', 'Living Room', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Fiji Group of Houseboats,"₹ 2,266",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 578 Off,,,,36%,"['Kitchenette', 'Caretaker', 'Safe']",Srinagar,9-8-2021,11-8-2021
HB New Golden Rose,"₹ 3,290",Near Dal Lake | 10 m from Dal Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,,,,6%,"['Caretaker', 'Housekeeping', 'Electrical Sockets']",Srinagar,9-8-2021,11-8-2021
Vale of Kashmir Houseboat,"₹ 2,938",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 750 Off,,,,6%,"['Doctor on Call', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
RIE Heritage group of Houseboat,"₹ 3,760",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 960 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Air Conditioning']",Srinagar,9-8-2021,11-8-2021
Princess Palace Houseboat,"₹ 2,350",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Free Wi-Fi', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Houseboat Piano,"₹ 1,528",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 390 Off,,,,6%,"['Caretaker', 'Living Room', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Hotel New Suriya,"₹ 1,128",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 287 Off,,,,6%,"['Room Service', 'Power Backup', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Kings Boat,"₹ 1,974",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 504 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Kashmir Grand Nishat,"₹ 1,520",Near Dal Lake | 2.6 km from Dal Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 738 Off,,,,6%,"['Free Parking', 'Free Wi-Fi', 'Lawn']",Srinagar,9-8-2021,11-8-2021
Yadgaar Houseboats,"₹ 2,068",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 528 Off,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Al Rashid Group of houseboats,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,4.0, (Very Good),1.0,24%,"['Power Backup', 'Housekeeping', 'Electrical Sockets']",Srinagar,9-8-2021,11-8-2021
Shangloo Gropus Of  HouseBoat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,3.7, (Good),3.0,6%,"['Doctor on Call', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Highland Queen House boat,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Shafeeq Guest House,₹ 801,,Exclusive Offer - HDFC Credit Card Users. Get INR 294 Off,,,,6%,"['Free Wi-Fi', 'Free Parking', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Houseboat New Golden Lilly,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Hotel Royal Reshi,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,4.3, (Very Good),7.0,11%,"['Tours and Treks', 'Indoor Games', 'Kids Play Area']",Srinagar,9-8-2021,11-8-2021
Hotel Badyari Resort,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Business Centre', 'Free Wi-Fi', 'Lawn']",Srinagar,9-8-2021,11-8-2021
Hotel Sheikh Orchid,"₹ 1,763",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 450 Off,,,,6%,"['Room Service', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Mother India Houseboats,"₹ 3,742",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 2326 Off,1.0,,1.0,6%,"['Caretaker', 'Housekeeping', 'Electrical Sockets']",Srinagar,9-8-2021,11-8-2021
HouseBoat Duke of Windsor,"₹ 2,538",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 648 Off,,,,6%,"['Doctor on Call', 'Free Wi-Fi', 'Kitchenette']",Srinagar,9-8-2021,11-8-2021
Houseboat New Wood,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,20%,"['Caretaker', 'Living Room', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Hotel FairView,"₹ 2,632",,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Free Wi-Fi', 'Restaurant', '24-hour Room Service']",Srinagar,9-8-2021,11-8-2021
The Martin's Group Of Houseboats,"₹ 2,162",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 552 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Sunflower Houseboat,"₹ 2,632",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Doctor on Call', 'Kitchenette', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Queen's Palace Houseboat - Whole Property,"₹ 2,820",Near Nigeen Lake | 970 m from Nagin Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Wi-Fi', 'Kitchenette', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Houseboat Young Shreen,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Grand Glamour,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Room Service', 'Power Backup', 'Doctor on Call']",Srinagar,9-8-2021,11-8-2021
Shahnama Group of Houseboats,"₹ 2,938",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 750 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Safe']",Srinagar,9-8-2021,11-8-2021
New Light Houseboat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Hotel Gulshan,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,27%,"['Free Parking', 'Free Wi-Fi', '24-hour Room Service']",Srinagar,9-8-2021,11-8-2021
New Zenith Group Of Houseboats,"₹ 3,008",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Shaheen Houseboats,"₹ 1,175",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 300 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
New Shaheen,"₹ 1,880",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,4.0, (Very Good),1.0,6%,"['Caretaker', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Hotel Young Mamta Dalgate,₹ 940,Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 240 Off,,,,6%,"['Free Parking', 'Kids Play Area', 'Childcare Services']",Srinagar,9-8-2021,11-8-2021
Houseboat Ababeel,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 599 Off,4.0, (Very Good),1.0,6%,"['Caretaker', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Hotel The Senorita,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Room Service', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
K S Palace Srinagar,"₹ 2,350",Lal Bazar,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Restaurant', 'Room Service']",Srinagar,9-8-2021,11-8-2021
Houseboat Appolo Eight,₹ 376,Near Houseboats,,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Top-Erin,"₹ 1,880",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Hotel Grand Tabiyah inn,"₹ 2,279",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 1107 Off,,,,62%,"['Free Wi-Fi', 'Lawn', '24-hour Room Service']",Srinagar,9-8-2021,11-8-2021
Zahgeer Continental,₹ 898,Near Shalimar Bagh,Exclusive Offer - HDFC Credit Card Users. Get INR 313 Off,,,,6%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Srinagar,9-8-2021,11-8-2021
Comfort Stay,"₹ 2,195",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 1066 Off,3.0, (Good),2.0,16%,"['Free Parking', 'Free Wi-Fi', '24-hour Room Service']",Srinagar,9-8-2021,11-8-2021
Kohimaran Group Of Houseboats,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,3.3, (Good),3.0,10%,"['Doctor on Call', 'Kitchenette', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Houseboat New Suzan,₹ 470,Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 120 Off,4.0, (Very Good),1.0,16%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Marias Hotel,₹ 752,Karan Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 192 Off,,,,6%,"['Room Service', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Flower Garden Houseboat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,4.0, (Very Good),1.0,6%,"['Doctor on Call', 'Free Wi-Fi', 'Kitchenette']",Srinagar,9-8-2021,11-8-2021
Houseboat- Raja's Garden,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Caretaker', 'Safe']",Srinagar,9-8-2021,11-8-2021
Hotel Gulistan,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Parking', 'Lawn', 'Gym']",Srinagar,9-8-2021,11-8-2021
Hotel Punjab,"₹ 2,820",Near Houseboats | 740 m from TRC Bus Station,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Parking', 'Room Service', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Jugnoo Palace,"₹ 2,538",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 648 Off,,,,6%,"['Doctor on Call', 'Free Wi-Fi', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Sheilaanne Group of Housebaots,"₹ 3,290",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,,,,6%,"['Caretaker', 'Living Room', 'Safe']",Srinagar,9-8-2021,11-8-2021
The Parimahal Hotel,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Srinagar,9-8-2021,11-8-2021
ASHOKA GROUP OF HOUSEBOATS,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Bob Marley Houseboat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Hotel Hayat,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 599 Off,,,,6%,"['Room Service', 'Power Backup', 'Doctor on Call']",Srinagar,9-8-2021,11-8-2021
Kings Rose Group of houseboats,"₹ 4,230",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 1080 Off,,,,6%,"['Caretaker', 'Housekeeping', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Johns Lodge,"₹ 1,773",,Exclusive Offer - HDFC Credit Card Users. Get INR 861 Off,,,,6%,"['Free Parking', 'Free Wi-Fi', 'Lawn']",Srinagar,9-8-2021,11-8-2021
Rover House Boat,"₹ 3,290",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat London House,"₹ 1,763",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 450 Off,,,,16%,"['Free Wi-Fi', 'Safe', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Little Sun Flower Houseboat,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
HB Young Martanda,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Free Wi-Fi', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Houseboat New Manora,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
California Guest House,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Doctor on Call', 'Room Service', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Hotel Pine,"₹ 2,350",Maharajpur,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Room Service', 'Power Backup', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Houseboat Plato,"₹ 2,444",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 624 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Houseboat New Merlin,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat New Upperhouse,"₹ 1,880",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Living Room', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Hotel Tamoor,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Lounge', 'Free Parking', 'Free Wi-Fi']",Srinagar,9-8-2021,11-8-2021
Hotel Kalaroos,"₹ 2,632",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Room Service', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
Mission Kashmir Houseboat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Caretaker', 'Living Room', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Kashmir Treat Group of houseboats,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Air Conditioning']",Srinagar,9-8-2021,11-8-2021
Houseboat Dulce Domum,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Houseboat New Safina,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Free Wi-Fi', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
The Sultan Residency,"₹ 3,008",Near Nigeen Lake | 480 m from Nagin Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,,,,6%,"['Free Wi-Fi', 'Cafe', 'Air Conditioning']",Srinagar,9-8-2021,11-8-2021
Flic Houseboat,"₹ 1,880",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Houseboat Old palace,"₹ 1,880",Karan Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Free Wi-Fi', 'Kitchenette', 'Caretaker']",Srinagar,9-8-2021,11-8-2021
Houseboat Richard Green,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Caretaker', 'Living Room', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Valley holidays,₹ 517,Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 132 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Free Wi-Fi', 'Free Parking']",Srinagar,9-8-2021,11-8-2021
Heena Hotel,"₹ 2,632",Near Houseboats | 70 m from Lal Chowk,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Bonfire', 'Kitchenette', 'Room Service']",Srinagar,9-8-2021,11-8-2021
Palace Guest House,"₹ 2,350",Karan Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,1.0,,1.0,6%,"['Room Service', 'Power Backup', 'Air Conditioning']",Srinagar,9-8-2021,11-8-2021
HB New Colombo,"₹ 3,008",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,1.5,,4.0,6%,"['Free Wi-Fi', 'Living Room', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
New Raja Garden Houseboat,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Canberra,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Houseboat Goa,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Free Wi-Fi', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Royal Star Group Of House Boats,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Wi-Fi', 'Air Conditioning', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Hotel Chachoo Palace,"₹ 2,632",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Free Parking', 'Free Wi-Fi', 'Lawn']",Srinagar,9-8-2021,11-8-2021
Houseboat Nohas Ark,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Caretaker', 'Safe', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
MERRY DAWN,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,4.0, (Very Good),2.0,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Young Life Houseboat,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Houseboat Gulfaam,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Doctor on Call', 'Safe', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Boat New Engilla,"₹ 3,008",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,,,,6%,"['Caretaker', 'Air Conditioning', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Howrah Group Of Houseboats,"₹ 3,008",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Bambri Palace,"₹ 2,632",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Caretaker', 'Housekeeping', 'Electrical Sockets']",Srinagar,9-8-2021,11-8-2021
Dal Fog Guest House,"₹ 2,632",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,['Room Service'],Srinagar,9-8-2021,11-8-2021
Houseboat Young Pagooma,"₹ 2,230",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 812 Off,,,,6%,"['Doctor on Call', 'Caretaker', 'Safe']",Srinagar,9-8-2021,11-8-2021
Taif Houseboat,"₹ 2,820",Karan Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Free Wi-Fi', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
New Dangola Houseboat,"₹ 2,532",Near Dal Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 1230 Off,,,,11%,"['Caretaker', 'Living Room', 'Safe']",Srinagar,9-8-2021,11-8-2021
Moon Shine Houseboats,"₹ 2,026",Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 984 Off,,,,6%,"['Caretaker', 'Power Backup', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Shabrose Heritage Houseboats,₹ 827,Near Nigeen Lake,Exclusive Offer - HDFC Credit Card Users. Get INR 210 Off,,,,16%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Houseboat New Manila,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,1.0,,1.0,16%,"['Free Wi-Fi', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Noor Guest House,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,5.0, (Excellent),1.0,17%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
"Young Bozam House Boat, Dal Lake","₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,5.0, (Excellent),1.0,6%,"['Doctor on Call', 'Free Wi-Fi', 'Kitchenette']",Srinagar,9-8-2021,11-8-2021
Houseboat Convoy,"₹ 3,290",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,1.0,,1.0,6%,"['Caretaker', 'Safe', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Houseboat Juliet,"₹ 2,350",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Living Room']",Srinagar,9-8-2021,11-8-2021
Martanda Group Of Houseboats,"₹ 1,880",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Caretaker', 'Air Conditioning', 'Housekeeping']",Srinagar,9-8-2021,11-8-2021
Houseboat Aristotle,"₹ 2,820",Near Houseboats,Exclusive Offer - HDFC Credit Card Users. Get INR 720 Off,,,,6%,"['Doctor on Call', 'Living Room', 'Power Backup']",Srinagar,9-8-2021,11-8-2021
Fozia Guest House,"₹ 2,632",Karan Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,,,,6%,"['Doctor on Call', 'Free Wi-Fi', 'Restaurant']",Srinagar,9-8-2021,11-8-2021
The Central Residency,"₹ 2,656","Thampanoor, Thiruvananthapuram | 620 m from Thiruvananthapuram Central Railway Station",Exclusive Offer - HDFC Credit Card Users. Get INR 1297 Off,4.4, (Very Good),1076.0,24%,"['Free Parking', 'Business Centre', 'Conference Room']",Thiruvananthapuram,9-8-2021,11-8-2021
